name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
single by choice,2024-06-23,7910,7.99,51747.0,2.2513127333238527,93,indie,"lewdloco,airots","airots,非魚創意",2812180
demonsomnia,2024-08-13,4813,13.99,51562.0,1.2559833898863375,32,indie,woziva,woziva,2506820
sophia the traveler,2024-04-11,7069,8.99,51514.0,2.18323889731405,90,indie,thermite games,memo gogo,1602540
thought experiment simulator,2024-07-22,12613,4.99,51396.0,1.4312099535342595,86,aa,gamera games,hoho game studio,2696320
hotel business simulator,2024-06-04,5597,12.99,51368.0,8.127616664306808,50,indie,midnight games,geekon,2738870
we are lost,2024-02-20,8863,9.99,51305.0,2.226043906490635,72,indie,maddog,maddog,2431690
fate and life: the mystery of vaulinhorn,2024-04-05,5595,11.99,51279.0,4.576615510778872,80,indie,celestial novel,celestial novel,2549200
california swingers club - season 1: sea swap,2024-03-13,7135,9.99,51169.0,1.2747399147093406,59,indie,swingers club,swingers club,2804310
pixel art academy: learn mode,2024-08-05,5114,12.0,51096.0,3.4372901467593326,97,indie,retronator,matej 'retro' jan,2330360
my shameless stepmom,2024-05-18,9167,9.99,51051.0,1.510390495129179,71,indie,lust desires 🖤,lust desires 🖤,2889290
between horizons,2024-03-25,4113,15.99,50813.0,4.525920436429165,92,indie,assemble entertainment,digitales interactive,1921980
colonize,2024-02-15,3988,15.99,50645.0,6.1006650249422725,45,indie,creativeforge games,rembrosoft,1573590
the crimson diamond,2024-08-15,3957,14.99,50297.0,6.760505785526912,99,indie,julia minamata,julia minamata,1098770
inverted angel,2024-07-05,9298,6.99,50253.0,5.270591232140886,90,indie,scika,scika,2894960
regency solitaire ii,2024-02-22,4177,14.99,50242.0,8.382209675769408,98,indie,grey alien games,grey alien games,2137470
南栀 unwavering love,2024-02-28,9559,8.99,50240.0,5.145861173504191,0,indie,白露社,白露社,2712580
my milf stepmom 2: family party💋,2024-04-04,8883,6.99,50102.0,1.854529343715712,80,indie,duawolf studio,duawolf,2694600
xanadu land,2024-01-17,26815,0.0,49957.0,14.049678382618964,82,indie,whiteisle studio,whiteisle studio,2258890
pc tycoon 2,2024-03-28,7036,7.99,49651.0,7.007896529641118,80,indie,insignis games,insignis games,2832320
creepy tale: some other place,2024-05-30,6347,9.99,49590.0,2.7667740390690607,0,indie,creepy brothers,creepy brothers,2476100
混沌战域,2024-05-09,19862,0.0,49428.0,6.1341746240734505,75,indie,xq-game,xq-game,2936360
redemption of li wei,2024-04-11,9601,6.99,49239.0,0.9969888684520324,54,indie,救赎,"救赎,avator",2873820
mika and the witch's mountain,2024-08-21,3038,19.99,49191.0,3.354944445221463,96,indie,chibig,"chibig,nukefist",1819460
wantless : solace at world’s end,2024-05-16,4026,17.99,49173.0,22.30725574731829,92,indie,twin sails interactive,drop rate studio,1807090
dragon eclipse,2024-06-24,4688,12.99,49153.0,3.968593702469445,77,indie,awaken realms,fardust,2626860
battle crush,2024-06-26,62503,0.0,49147.0,16.5554219119682,49,indie,ncsoft corporation,ncsoft corporation,2287920
hilda and the tower of lust,2024-04-19,4014,15.99,49054.0,1.7791082839865036,83,indie,072 project,キラ☆タマ,2551290
director simulator,2024-07-26,5036,12.99,49036.0,6.508198725287025,0,indie,golden age,golden age,2803060
plane accident,2024-02-20,5489,11.99,49026.0,1.9297327606821149,70,indie,"duality games,heartbeat games","white pig games,spirit games studio",1682340
geneforge 2 - infestation,2024-03-27,3048,19.99,49010.0,24.31174294563878,99,indie,spiderweb software,spiderweb software,2480560
"ready, steady, ship!",2024-04-19,4620,14.99,48929.0,3.1407686348423383,76,indie,"untold tales,gamersky games",jollybits games,2225610
the fancy pants adventures: classic pack,2024-02-18,6308,9.99,48853.0,2.7194622738017378,94,indie,2 left thumbs,borne games,1668460
chushpan simulator,2024-02-01,47089,1.99,48823.0,1.344691514321377,84,indie,sebasa games,sebasa games,2755330
the star named eos,2024-07-22,4088,14.99,48781.0,2.031529811428624,98,aa,playism,silver lining studio,1619230
akimbot,2024-08-29,2972,19.99,48668.0,4.851068204451029,89,indie,plaion,evil raptor,1843540
sex college 🔞,2024-03-23,6811,9.99,48572.0,4.650505722876416,75,indie,lust desires 🖤,lust desires 🖤,2820590
hero emblems ii,2024-08-05,4958,11.99,48495.0,11.237179230279276,57,indie,heatpot games,heatpot games,2417940
island of penance,2024-04-12,5107,12.99,48490.0,2.679548204994835,58,indie,kagura games,oneone1,1287130
ダンジョンアーティファクト,2024-04-03,6339,9.99,48382.0,10.618725788107303,95,indie,exertiongame,いとこん,2144220
rumble blazing,2024-08-02,2468,24.99,48303.0,2.4797438578385345,74,indie,nekonomeme,nekonomeme,2827610
cato: buttered cat,2024-09-05,5423,10.99,48270.0,2.413951122043976,99,indie,gcores publishing,team woll,1999520
prisoners,2024-08-15,15169,4.99,48107.0,4.380900979983956,81,indie,brave cat games,brave cat games,2725200
only up !,2024-03-04,7742,6.99,47875.0,1.270125251308995,24,indie,wgi gaming,wgi gaming,2842590
pixel noir,2024-02-08,3129,24.99,47871.0,8.461323747170796,67,hobbyist,swdtech games,swdtech games,754320
time to morp,2024-03-07,3073,19.99,47790.0,6.805357085340336,86,indie,yogscast games,team halfbeard,977510
ad fundum,2024-06-13,8182,6.99,47737.0,7.320560806047535,96,indie,oldbut gold,oldbut gold,2647820
angel tear: goddess betrayed,2024-07-19,3242,19.99,47476.0,3.103139905214389,89,indie,kagura games,syrup many milk,2420640
amanatsu ~perfect edition~,2024-05-16,3238,19.99,47037.0,12.38832515614368,97,indie,shiravune,azarashi software,2825300
sex faculty🔞,2024-03-09,7182,9.99,46668.0,1.8866371645860305,76,indie,banzaiproject,banzaiproject,2834180
terra randoma,2024-05-23,4392,14.99,46626.0,17.726065266519086,90,indie,deniz k.,deniz k.,1120400
city lights love bites season 0 [pilot season],2024-07-12,27901,2.0,46602.0,0.9445049616150892,92,indie,naughtyoba,naughtyoba,3011560
kalpa: cosmic symphony,2024-08-15,2583,19.99,46470.0,2.186317638434692,88,indie,"queseragames co., ltd.","queseragames co., ltd.",2717010
perfect round disc golf,2024-03-07,3116,19.99,46195.0,12.957938012814404,85,indie,tree branch games,tree branch games,1029570
morbid: the lords of ire,2024-05-17,2510,24.99,46151.0,7.0157506347407965,70,indie,merge games,still running,2171560
intergalactic ecstasy,2024-01-26,3132,17.99,46101.0,2.647660930980216,79,indie,hftgames,hftgames,2706390
time survivors,2024-01-15,12782,4.99,46036.0,4.545911246301737,0,indie,lunar chili,lunar chili,2211390
seal: what the fun,2024-05-03,4629,14.99,45723.0,41.23363340331073,92,indie,playwith korea inc.,playwith games inc.,2347910
lost:antinomy,2024-03-24,22208,2.99,45518.0,5.613759191806671,93,indie,imaiina,imaiina,2521180
"rolling hills: make sushi, make friends",2024-06-04,3510,14.99,45463.0,5.836771067156361,90,aa,humble games,"catch & release, llc",1235100
clem,2024-02-06,3701,15.99,45414.0,3.490975575043364,92,indie,iceberg interactive,mango protocol,1861440
dungeon dreams 2,2024-02-08,2784,19.99,45410.0,43.46055529505093,93,indie,ddreams games,ddreams games,1843470
dreamlike love with seira,2024-08-23,7884,6.99,45337.0,2.29505412088319,98,indie,jast,るび様崇める会,2986260
rocking legend,2024-06-17,2552,24.99,45198.0,3.057272110032212,77,indie,domuro soft,domuro soft,1260800
七度荒域：混沌之树,2024-08-16,6965,11.99,45169.0,3.5675660187250444,81,indie,lightimpact,lightimpact,3088410
"sex, beach & girls ⛱ 💦",2024-08-10,8167,6.99,45074.0,2.1406784793960285,84,indie,taboo tales 💘,pocket rocket studio 🚀,3009830
spanky!,2024-04-29,5721,9.99,44989.0,2.4737233399859564,83,indie,happyhead games,happyhead games,1732420
deathbound,2024-08-08,1843,29.99,44908.0,7.426871347947235,80,indie,tate multimedia,trialforge studio,1277130
ninja slayer neo-saitama in flames(ニンジャスレイヤー ネオサイタマ炎上),2024-07-23,2496,19.99,44905.0,1.7177040895401547,41,indie,"kadokawa corporation,kadokawa game linkage,abc animation",skeleton crew studio,2752330
undead inc.,2024-05-02,2610,19.99,44449.0,5.721536277943006,37,aa,team17,rightsized games,2104880
disco simulator,2024-03-05,3817,14.99,44231.0,5.355468195030205,79,indie,"games incubator,playway s.a.","games incubator,frozen cave studio",1226970
stories from the outbreak,2024-02-20,3683,19.99,44160.0,10.832185606695251,87,indie,coldwild games,coldwild games,1968630
taimanin yukikaze,2024-04-29,4008,14.99,44103.0,4.909042849615716,91,indie,shiravune,lilith,2739700
kurone's feelings ~apprentice witch of starfall village~,2024-01-26,3644,14.99,43908.0,1.5584217212031242,90,indie,otaku plan,bielograf,2307300
project l33t,2024-07-25,1626,29.99,43887.0,10.281846003295016,65,indie,holmgard games,holmgard games,2803360
croakoloco,2024-05-06,9864,5.99,43768.0,15.216373611874015,93,indie,ryan forrester,ryan forrester,2628420
class of heroes 2g: remaster edition,2024-04-26,2675,19.99,43725.0,13.578361345315052,65,indie,"pqube,acquire corp.",zerodiv,2195790
kanon,2024-06-19,1786,29.99,43678.0,12.337163860694352,98,indie,visual arts,visual arts/key,2850310
shoulders of giants: ultimate,2024-08-12,2653,19.99,43600.0,4.806888108585829,90,indie,moving pieces interactive,moving pieces interactive,2283880
dragon chronicles: black tears,2024-07-14,3987,14.99,43542.0,10.166710361745633,77,indie,nyou,nyou,2701350
the heroes around me,2024-06-14,7510,6.99,43017.0,2.8589233773670752,0,indie,okjoy,okjoy,1768470
monster jam™ showdown,2024-08-29,955,49.99,42966.0,4.484917932813896,80,indie,milestone s.r.l.,milestone s.r.l.,2350280
bagel love story,2024-05-20,13134,3.99,42955.0,2.7087018909894858,98,indie,nvlmaker,橘子班,2798600
